,CED,Family1Child,Family2Children,Family3Children,Family4Children,Family5Children,Family6PlusChildren,FamilyChildrenNA,HHInc_Negative,HHInc_Nil,HHInc_1_149,HHInc_150_299,HHInc_300_399,HHInc_400_499,HHInc_500_649,HHInc_650_799,HHInc_800_999,HHInc_1000_1249,HHInc_1250_1499,HHInc_1500_1749,HHInc_1750_1999,HHInc_2000_2499,HHInc_2500_2999,HHInc_3000_3499,HHInc_3500_3999,HHInc_4000_4499,HHInc_4500_4999,HHInc_5000_5999,HHInc_6000_7999,HHInc_8000_Plus,HHInc_Partial,HHInc_All_incomes_not_stated,HHInc_NA,HHTotal,Rent_Nil,Rent_1_74,Rent_75_99,Rent_100_124,Rent_125_149,Rent_150_174,Rent_175_199,Rent_200_224,Rent_225_249,Rent_250_274,Rent_275_299,Rent_300_324,Rent_325_349,Rent_350_374,Rent_375_399,Rent_400_424,Rent_425_449,Rent_450_549,Rent_550_649,Rent_650_749,Rent_750_849,Rent_850_949,Rent_950_Plus,Rent_Not_stated,Rent_Not_applicable,Age_0_4,Age_5_9,Age_10_14,Age_15_19,Age_20_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_74,Age_75_79,Age_80_84,Age_85_89,Age_90_94,Age_95_99,Age_100_Plus,NeverMarried,Widowed,Divorced,Separated,Married,MaritalStatusNA,Male,Female,Population,Ed_Postgraduate_Degree,Ed_Graduate_Diploma_and_Graduate_Certificate,Ed_Bachelor_Degree,Ed_Advanced_Diploma_and_Diploma,Ed_Certificate_III_IV,Ed_Secondary_Education_Years_10_and_above,Ed_Certificate_I_II,Ed_Secondary_Education_Years_9_and_below,Ed_Supplementary_Codes,Ed_Not_stated,Ed_Not_applicable,LabourForceStatus_Employed_worked_FT,LabourForceStatus_Employed_worked_PT,LabourForceStatus_Employed_away_from_work,LabourForceStatus_Unemployed_looking_for_FT,LabourForceStatus_Unemployed_looking_for_PT,LabourForceStatus_Not_in_the_labour_force,LabourForceStatus_Not_stated,LabourForceStatus_Not_applicable,State,Enrolment,Turnout,WinningParty,ALP,LP,LNP,NP,GRN,IND,AAPP,ADVP,AEQ,AFN,AJP,ALA,ARF,ARTS,ASP,ASXP,AUC,AUP,BTA,CDP,CEC,CLP,CM,CRNT,CYA,CYC,DHJP,DLP,DRF,FFP,FUT,GLT,HMP,KAP,LDP,MAP,NCP,None,ODR,ON,PIR,PUP,REP,RUA,SAL,SEP,SMK,SOL,SPP,VEP,XEN
60,Gellibrand,11765,10218,3105,693,178,95,43341,159,1002,550,1569,1850,3935,2363,3852,3802,4695,4156,3584,3367,6256,4135,2953,2620,1248,1243,1109,905,66,4339,1653,8995,70409,450,159,170,734,292,495,602,1220,888,1472,1647,2691,1529,1942,1122,1366,588,2222,818,301,124,70,158,740,48621,11560,9687,7529,7955,11403,14825,15549,13923,12632,11412,10193,9256,7562,6444,4892,4114,3374,2309,985,250,20,53907,7181,10916,4390,60703,28777,82717,83157,165874,8792,4085,26090,11901,15460,38441,116,13388,5421,13403,28777,49820,24816,4006,3805,2913,42694,9043,28777,VIC,108469,92417,ALP,63060,29357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Gippsland,8314,7245,3013,879,178,60,42199,162,632,554,1548,2262,5249,3240,5335,4443,4941,4104,2965,2772,4502,2416,1343,1189,506,500,325,249,42,3985,2070,16271,71612,688,253,313,951,633,1301,1278,1747,1020,1534,754,937,414,463,169,184,38,99,24,15,8,3,38,483,58259,8053,8670,8319,8102,7515,7666,7996,7520,8088,8982,9831,10645,10537,10436,7706,5621,3716,2346,1008,239,34,36235,8093,11691,4552,57423,25036,70688,72342,143030,1805,2027,9782,9331,24567,36398,155,13799,3256,16874,25036,32481,21167,4028,2965,1644,45760,9949,25036,VIC,104088,89292,NP,28186,0,0,61106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Goldstein,9354,11447,3711,570,57,16,34066,129,773,407,822,1155,2507,1998,2549,2538,3278,2960,2503,2425,5189,3341,2653,3680,2121,2222,2379,2401,321,4454,1369,8219,62401,452,106,78,454,150,220,152,265,297,489,453,721,525,883,736,926,534,2270,1251,811,618,394,914,423,48274,7881,9794,10088,9195,8092,7166,7855,8558,10967,12383,10990,9943,8395,7760,5857,4260,3318,2963,1683,416,60,37117,7040,9104,2731,63871,27761,70624,77000,147624,11177,4671,31738,12561,9635,31034,32,6261,3532,9222,27761,42907,25234,3050,1732,1998,38737,6205,27761,VIC,104895,93540,LP,34912,58628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Gorton,13587,15215,5660,1690,424,296,32372,181,761,374,1095,1215,2902,2274,4015,4074,5394,5102,4216,3978,7323,4460,2558,1581,776,566,519,290,47,4589,1478,6665,66420,342,72,73,204,123,311,229,472,653,1482,1389,2281,1283,1637,659,624,177,421,78,23,35,13,59,492,53274,16179,16133,13802,12730,12840,14084,16356,16386,15425,13178,11152,9907,9020,7396,4448,2693,1635,884,342,89,13,50094,5199,11318,5614,76354,46113,96216,98476,194692,4101,1867,17820,13026,23648,51887,150,14915,6156,15009,46113,53649,25947,4765,4451,3235,47858,8674,46113,VIC,115977,98105,ALP,68135,29970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Higgins,8461,8315,2762,450,41,13,50224,170,1642,536,1119,1374,2542,1951,2608,3024,3980,3871,3565,3241,6749,3666,2839,4401,1904,2180,2432,2751,334,4830,1446,12138,75301,590,127,142,750,280,371,296,465,599,1116,1087,1901,1392,2434,1851,2224,1016,4430,2432,1215,688,393,909,787,47798,7317,7536,6999,7495,13562,17431,15391,11271,10077,10013,9008,8168,7150,6632,5098,4208,3002,2153,1101,287,40,58850,5584,8822,2623,56205,21855,73751,80188,153939,15260,5072,41119,12081,8326,29906,33,5383,3475,11429,21855,53625,24750,3301,2352,2411,36868,8777,21855,VIC,104678,90291,LP,0,52359,0,0,37932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Holt,14659,14857,5424,1738,576,357,33699,155,678,356,931,1176,2884,2249,4112,4398,5647,5570,4746,4235,7868,4359,2249,1337,716,451,417,216,43,4874,1420,6536,67605,258,82,63,400,185,299,172,341,324,804,1063,2457,1723,2293,1224,1098,226,391,67,36,36,16,89,523,53440,16895,15570,13338,13279,14217,15095,17561,15847,14110,12885,11995,10906,8761,7013,4694,3300,2292,1366,568,152,21,50025,6204,11070,5058,81704,45804,99930,99935,199865,5162,1851,17136,15359,26043,52643,197,14535,6933,14202,45804,57038,27101,4665,4300,3395,49032,8530,45804,VIC,116291,99630,ALP,63929,35701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Hotham,11551,11128,3185,651,140,54,33081,133,942,456,1083,1421,3423,2204,3608,3447,4246,3761,3075,2951,5529,3626,2373,1914,1024,911,782,494,43,3895,1299,6098,58730,427,75,82,406,178,274,203,346,403,532,710,1420,1075,1566,984,1175,499,1909,715,313,112,34,122,564,44610,9349,9295,8316,8656,10493,10646,11276,10693,10752,10729,9523,8889,7741,7007,5476,4542,3750,2698,1178,248,27,40583,7330,9457,3269,63688,26957,74462,76822,151284,7051,2752,21771,11704,14026,38421,83,12593,5992,9934,26957,42433,23506,3220,2703,2465,43789,6211,26957,VIC,99994,87164,ALP,50104,37060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Indi,8093,7286,3079,799,159,66,41580,151,478,454,1304,2032,4718,3020,4989,4445,5029,4378,3178,2928,4853,2796,1415,1013,427,394,284,279,78,3868,2211,14585,69302,719,214,183,954,560,1098,1055,1662,1132,1520,961,1021,472,579,262,219,56,134,43,28,17,16,235,550,55605,7756,8799,8626,8346,6848,6802,7222,7467,8649,9341,10001,10674,10294,9804,7297,5061,3447,2372,1068,275,36,34721,7551,11420,4172,57137,25184,68998,71187,140185,2286,2534,11181,10814,23463,34719,135,12108,3279,14482,25184,36551,22179,4094,1914,1365,40217,8681,25184,VIC,103734,90137,IND,0,40716,0,0,0,49421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Isaacs,11429,11378,3698,814,206,94,35652,126,680,361,995,1452,3277,2361,3635,3634,4630,4221,3569,3371,6410,4163,2557,2016,1014,940,819,463,76,4059,1398,7055,63284,333,87,89,370,170,318,294,473,480,936,931,1844,1373,1667,1019,975,426,1379,537,194,99,39,134,478,48627,10647,10332,9386,9345,9818,10415,11687,11772,12129,11745,10564,9361,8282,7230,5459,4043,2982,2199,981,248,28,42160,6910,11562,4151,63502,30368,77789,80864,158653,5322,2742,18775,12984,19361,41008,106,10985,5431,11571,30368,48028,23876,3831,2676,2304,40360,7210,30368,VIC,105756,92470,ALP,51538,40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Jagajaga,9829,10550,3448,646,98,57,31266,94,588,333,860,1176,2532,1832,2873,2794,3629,3281,2979,2875,5884,4009,2798,2433,1396,1381,1240,876,117,3916,1125,6066,57102,326,109,118,555,189,232,178,307,266,418,549,1217,1034,1415,829,922,415,1393,381,139,61,24,104,407,45502,8799,9038,8299,8367,8522,8484,8952,9582,10296,10223,9569,9457,8389,7485,5571,3990,2907,2094,1036,218,22,38013,5885,8692,3053,59521,26136,68659,72641,141300,8783,4638,24296,11493,14956,31091,50,7906,3324,8627,26136,41644,24737,3298,1879,1991,36136,5479,26136,VIC,103132,92430,ALP,50536,41894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Kooyong,8749,10013,3648,645,90,19,35749,139,1293,483,933,971,1859,1826,2053,2427,3181,3028,2597,2565,5245,3319,2379,3368,1923,2139,2451,2703,430,4559,1188,8047,61116,542,53,60,190,88,159,199,399,281,435,445,934,849,1704,1273,1464,711,2753,1386,807,497,328,696,487,44364,6496,8335,9374,10386,11965,11153,9193,8451,9292,10480,10099,8800,7563,6933,5327,3958,3221,2520,1430,377,44,46179,5884,6862,2174,60084,24214,69427,75970,145397,14981,5156,36527,10596,6721,29654,30,5569,3233,8716,24214,43270,25033,3061,1857,2427,39359,6176,24214,VIC,100140,90003,LP,32996,57007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,La Trobe,10471,12433,4646,1100,237,104,28600,98,495,255,655,853,2339,1721,2864,3037,4024,3894,3396,3615,6893,4489,2670,1943,1094,903,701,481,79,4016,1028,5519,57081,268,48,51,162,81,129,99,223,154,281,379,1064,1011,1306,824,908,317,659,164,41,25,5,45,288,48549,10448,11520,11296,11571,9821,8618,9753,10852,12476,12548,11254,9849,8171,6790,4620,3242,2048,1345,564,158,17,39778,4636,9645,3588,66059,33255,77807,79154,156961,4800,2940,17283,13926,23178,39524,62,8993,3793,9207,33255,48361,26638,3806,2261,2263,34784,5593,33255,VIC,105731,92597,LP,44948,47649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Lalor,18081,17362,5669,1776,517,378,40652,160,949,429,1118,1242,2868,2535,4098,4908,6239,6177,5347,4957,9602,5684,3439,2415,1177,987,765,452,53,5319,1498,8651,81067,374,74,55,258,144,272,196,528,640,1767,2480,4231,2713,2808,1184,1022,315,778,193,73,45,18,120,622,60158,22416,19338,14800,13504,14492,18804,24916,21593,17121,14685,12632,10784,8840,7076,4485,3007,1890,1062,429,93,13,56186,5527,11537,5806,96371,56553,116320,115660,231980,12246,3047,26978,17505,25526,54529,161,13755,6074,15603,56556,68717,30908,5415,5466,4042,51146,9733,56553,VIC,123609,106760,ALP,67731,39029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
