neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
Leichhardt,-33.8581257910682,151.186205658697,Entire home/apt,1,0,,0,109
Waverley,-33.8909687598626,151.260317780251,Private room,3,0,,0,55
North Sydney,-33.8372663966133,151.208676865827,Entire home/apt,3,40,3.74,324,275
Manly,-33.7957467034323,151.275353973149,Entire home/apt,3,1,0.11,0,120
Warringah,-33.7827213831974,151.285246872086,Private room,5,1,0.28,337,84
Parramatta,-33.7891114731562,150.973693522146,Shared room,2,0,,181,46
Manly,-33.7984230640084,151.286570520362,Entire home/apt,90,0,,0,300
Sydney,-33.87779607162,151.178357434918,Private room,1,0,,0,60
Sydney,-33.908151675256,151.213352319863,Private room,1,0,,0,109
Burwood,-33.8758694942851,151.10606552458,Private room,7,0,,0,40
Ryde,-33.7850484039206,151.115568905981,Private room,3,0,,0,60
Ashfield,-33.8840476313819,151.127123419922,Private room,3,24,2.22,54,37
Lane Cove,-33.8144806989669,151.176893211759,Private room,30,0,,0,129
Lane Cove,-33.8202592937736,151.161705931427,Entire home/apt,1,0,,0,599
Sydney,-33.8883508509084,151.216316506518,Private room,4,0,,0,73
Pittwater,-33.6863520903323,151.301095193543,Entire home/apt,5,1,0.1,0,150
Sydney,-33.9050214870088,151.209299647384,Entire home/apt,4,1,0.21,313,190
Canada Bay,-33.8431981273663,151.111680013159,Private room,1,1,0.09,0,80
Campbelltown,-34.0731084505621,150.807891203702,Entire home/apt,1,2,0.18,340,1944
Manly,-33.7935481466314,151.280860604529,Entire home/apt,14,0,,160,1107
Sydney,-33.8759894616871,151.207846040387,Entire home/apt,1,0,,0,166
Waverley,-33.8862345653975,151.27069813578,Entire home/apt,7,2,0.19,0,136
Waverley,-33.9052878323922,151.255228855188,Entire home/apt,5,2,0.19,0,251
Ryde,-33.8022153101089,151.110804524441,Entire home/apt,7,6,0.65,154,154
The Hills Shire,-33.7310886554964,150.999862905622,Private room,1,5,0.45,0,30
Marrickville,-33.9075093370525,151.177459097902,Private room,3,8,0.76,0,60
Warringah,-33.7826571932683,151.28066384368,Private room,2,1,0.1,0,71
Manly,-33.7968973865309,151.274794865856,Entire home/apt,5,1,0.09,0,300
Waverley,-33.8931277150233,151.266345911091,Entire home/apt,2,0,,0,180
Sydney,-33.8892800513203,151.208664104598,Private room,30,5,0.51,236,65
Pittwater,-33.6587031406406,151.291821163498,Private room,1,22,2.01,159,84
Manly,-33.8025632141091,151.290590925303,Private room,2,1,0.09,0,71
Leichhardt,-33.8823487755353,151.16119051655,Private room,3,0,,337,53
Sydney,-33.8773570033381,151.200929953258,Shared room,15,0,,0,50
North Sydney,-33.8228667537682,151.19885808921,Entire home/apt,4,30,2.68,0,140
Sydney,-33.868122498469,151.225487204487,Shared room,1,0,,0,29
Burwood,-33.876457148673,151.095788425968,Private room,3,2,0.2,0,80
Woollahra,-33.8865962375125,151.237162694855,Private room,4,0,,0,100
Leichhardt,-33.8788114609245,151.153275952185,Entire home/apt,14,1,0.15,0,60
Sydney,-33.8686782910854,151.189653891245,Private room,2,1,0.09,0,60
Sydney,-33.8888956382854,151.179193209168,Private room,3,2,0.19,0,37
Waverley,-33.8960556909945,151.272648567673,Entire home/apt,3,0,,6,120
Sydney,-33.8682367014478,151.193278585504,Entire home/apt,1,6,0.6,1,500
Canada Bay,-33.828222717627,151.08566962181,Shared room,14,0,,0,25
Botany Bay,-33.9309219483135,151.189798916155,Private room,2,11,0.98,6,60
Warringah,-33.7264016715305,151.298442563894,Entire home/apt,2,2,0.19,0,400
Holroyd,-33.8208229261401,150.930640902915,Private room,4,8,0.74,152,46
Warringah,-33.7366541745654,151.189434279415,Entire home/apt,7,0,,250,350
Canada Bay,-33.8288258061805,151.085941724327,Entire home/apt,1,23,2.08,0,100
Woollahra,-33.8752576097444,151.245382174444,Entire home/apt,5,0,,170,300
Pittwater,-33.6481614224471,151.302209943238,Entire home/apt,14,0,,3,664
Ashfield,-33.8895734078258,151.12044615971,Private room,1,4,0.36,220,40
Waverley,-33.8854493174912,151.28455470117,Entire home/apt,5,6,0.57,18,161
Randwick,-33.9221124393657,151.254934662677,Entire home/apt,10,1,0.23,0,550
Leichhardt,-33.8563988088195,151.169134854971,Entire home/apt,4,22,2.16,6,199
Botany Bay,-33.9296605022197,151.208086161117,Private room,1,0,,0,60
Bankstown,-33.9157344102172,151.033729899094,Entire home/apt,4,0,,84,300
Sydney,-33.8702689966753,151.192938219408,Private room,1,47,4.61,8,89
North Sydney,-33.8245463263955,151.211910083685,Entire home/apt,2,7,0.63,34,100
Sydney,-33.8772777302366,151.212943028424,Entire home/apt,1,70,6.36,33,118
Waverley,-33.8934237478132,151.248915035767,Private room,7,0,,0,47
Waverley,-33.8957873433083,151.272334059611,Entire home/apt,2,25,2.75,1,199
Marrickville,-33.9105286315498,151.158842977766,Private room,2,13,1.16,330,30
Manly,-33.7976600490676,151.261386077956,Entire home/apt,2,6,0.6,126,150
Sydney,-33.8696430340153,151.192439956781,Private room,1,27,2.68,0,76
Sydney,-33.873650623776,151.214974614518,Entire home/apt,4,2,0.18,0,199
Sydney,-33.906758621103,151.208754042126,Entire home/apt,2,14,1.27,29,161
Rockdale,-33.9583168559632,151.156516605784,Entire home/apt,1,36,3.51,0,84
Sydney,-33.8741925246067,151.192405763523,Entire home/apt,1,77,6.92,33,221
Sydney,-33.8656866497806,151.226355680697,Entire home/apt,5,1,0.09,0,109
Warringah,-33.7583449265914,151.275755791142,Private room,1,1,0.09,0,47
Sydney,-33.8801231350326,151.210643058616,Shared room,7,1,0.09,0,37
Sydney,-33.8780770452479,151.191700802275,Private room,28,0,,0,71
Canada Bay,-33.8648166955513,151.089145413148,Shared room,1,1,0.09,362,25
Waverley,-33.8851631003818,151.282017554565,Entire home/apt,2,2,0.19,0,251
Waverley,-33.8903067906455,151.282764159957,Entire home/apt,2,9,0.96,93,180
Waverley,-33.8891143446457,151.273632210618,Private room,4,1,0.09,0,80
Sydney,-33.879200582682,151.215816669848,Private room,2,2,0.33,0,69
Marrickville,-33.9112312502337,151.150258351907,Entire home/apt,3,8,0.9,70,150
Sydney,-33.8793185316254,151.181244441375,Shared room,15,0,,0,46
Marrickville,-33.8892431569118,151.159698993768,Private room,1,10,0.91,223,55
Sydney,-33.8771389201114,151.205874612641,Entire home/apt,2,55,4.98,88,165
Sydney,-33.8993731958978,151.190670620363,Entire home/apt,1,0,,0,137
Canada Bay,-33.8646901011655,151.093925242012,Private room,20,1,0.1,0,30
Warringah,-33.7340527094244,151.302285091322,Entire home/apt,2,5,0.53,0,130
Warringah,-33.7430469814435,151.279309285726,Private room,1,0,,0,30
Sutherland Shire,-34.0368342365852,151.049520414269,Entire home/apt,2,45,4.12,141,100
Hornsby,-33.7631958299953,151.059856479744,Entire home/apt,2,23,2.18,4,80
Sydney,-33.8980320213395,151.198557982445,Entire home/apt,1,8,0.88,291,125
Waverley,-33.8920784697696,151.241780446944,Private room,2,0,,0,75
Sydney,-33.8809953332378,151.216134846915,Private room,2,1,0.09,0,55
Botany Bay,-33.9536551538471,151.226629736744,Private room,20,1,0.09,0,40
Manly,-33.7930609359711,151.285397615623,Private room,2,2,0.19,0,136
Warringah,-33.7437502399062,151.241274998938,Private room,1,1,0.11,0,40
Waverley,-33.8899441557877,151.27135161145,Private room,5,0,,0,199
Sutherland Shire,-34.0322000250117,151.091906986685,Private room,1,105,9.66,94,40
Manly,-33.7955321214949,151.284319116165,Entire home/apt,2,1,0.1,0,140
Sydney,-33.8822729379666,151.20930300805,Shared room,1,7,0.68,0,25
North Sydney,-33.8291877333635,151.201176088862,Entire home/apt,2,10,0.94,0,199
Sydney,-33.8842144262848,151.203449036339,Entire home/apt,1,62,6.18,147,136
North Sydney,-33.8337308726787,151.228424881115,Entire home/apt,1,1,0.1,0,105
Leichhardt,-33.8631509723309,151.174638244768,Entire home/apt,3,1,0.1,0,199
Waverley,-33.888404021501,151.273162450103,Private room,7,0,,364,190
Ashfield,-33.882230297378,151.130892763344,Private room,14,1,0.1,88,80
Waverley,-33.8897012394897,151.263740708354,Entire home/apt,6,0,,0,230
Woollahra,-33.8756548920691,151.230817277698,Private room,2,6,0.55,0,78
Burwood,-33.8703706825675,151.105549995478,Private room,1,0,,0,69
Canterbury,-33.9447199598762,151.049726113214,Private room,1,1,0.09,0,40
Waverley,-33.8898473654269,151.267326927597,Entire home/apt,3,3,0.3,5,220
Fairfield,-33.8937350013747,150.877346310875,Private room,1,44,4.13,265,30
Strathfield,-33.8635579638532,151.065807571142,Private room,1,17,7.97,64,60
Fairfield,-33.8945948501486,150.878622105824,Private room,1,21,1.97,217,30
Auburn,-33.8473754731182,151.073279792536,Entire home/apt,2,1,0.2,64,300
Sydney,-33.8838729745844,151.18039998036,Private room,3,12,1.19,353,84
Sydney,-33.8769574043345,151.18372889017,Shared room,7,1,0.11,0,50
Leichhardt,-33.857830188034,151.190902245279,Entire home/apt,4,3,0.28,0,100
Rockdale,-33.9406535908773,151.137028487177,Entire home/apt,2,29,2.9,342,115
Randwick,-33.946250339957,151.2545876513,Entire home/apt,3,4,0.36,0,140
Waverley,-33.8954031314457,151.259867762168,Entire home/apt,14,2,0.19,118,150
Sydney,-33.9028863901733,151.201419112279,Private room,1,6,0.59,0,72
Canterbury,-33.9153468644692,151.098866394294,Private room,1,58,5.34,40,33
Ryde,-33.8169324907153,151.111123168148,Entire home/apt,2,6,0.59,4,140
Waverley,-33.8915064809645,151.253782473817,Private room,5,0,,0,71
Waverley,-33.8902786855448,151.262632572841,Private room,2,0,,0,46
Waverley,-33.8875969834289,151.267681118453,Entire home/apt,4,3,0.27,14,251
Parramatta,-33.8373923092409,151.009334433948,Private room,3,10,0.95,35,33
Randwick,-33.9131002907819,151.254128699275,Entire home/apt,2,0,,0,168
Auburn,-33.8492185345827,151.072900427365,Private room,1,2,0.18,0,71
Manly,-33.8010520007168,151.287434441842,Private room,1,0,,0,100
Sydney,-33.8765025393027,151.196516886562,Private room,3,3,0.28,0,65
Woollahra,-33.8852904741175,151.256807507718,Private room,42,0,,365,71
Waverley,-33.8937300521081,151.255587810323,Private room,3,17,1.64,143,84
Auburn,-33.8468505821895,151.031203585032,Private room,1,0,,0,50
Waverley,-33.8969894102255,151.273434359537,Private room,1,0,,0,130
Sydney,-33.8688563289705,151.194327814254,Private room,1,58,5.61,7,76
Waverley,-33.8947882139022,151.270143214207,Entire home/apt,3,0,,0,400
Sydney,-33.8778668156216,151.196213974611,Entire home/apt,2,9,0.84,7,138
Randwick,-33.9211150221463,151.230766038969,Private room,2,40,3.74,7,71
Waverley,-33.9012525920087,151.267336176479,Private room,7,1,0.09,25,82
Hornsby,-33.7357777468283,151.032622350115,Private room,1,0,,115,109
Randwick,-33.9167611551333,151.253708672182,Entire home/apt,2,8,0.76,280,190
Woollahra,-33.8871260522368,151.262545669094,Private room,1,3,0.28,0,80
Randwick,-33.9422284170965,151.240378485831,Entire home/apt,7,0,,0,76
The Hills Shire,-33.7789836720118,151.05007446139,Private room,7,2,0.21,0,50
Waverley,-33.8961569134508,151.271868488784,Entire home/apt,4,11,1.1,98,111
Sydney,-33.9044919207599,151.185097632065,Shared room,2,0,,0,30
Botany Bay,-33.9499872404186,151.207592268217,Private room,7,0,,340,120
North Sydney,-33.840457094553,151.205456544846,Private room,1,0,,250,60
Ryde,-33.78714252121,151.08334153654,Entire home/apt,3,29,2.74,138,118
Ashfield,-33.8866767987439,151.132475727057,Private room,7,2,0.23,68,43
Randwick,-33.9441946043833,151.254498813096,Entire home/apt,2,2,0.19,0,100
Mosman,-33.8234652828719,151.243854253269,Entire home/apt,5,5,0.64,152,199
Blacktown,-33.7752559508177,150.903248226065,Private room,1,0,,0,48
Sydney,-33.8867158615834,151.198078626563,Entire home/apt,1,5,0.47,347,199
Bankstown,-33.9662252163213,151.028495123112,Private room,8,0,,181,100
Ku-Ring-Gai,-33.7224438837268,151.118128833817,Entire home/apt,3,0,,101,125
Campbelltown,-34.0239313980962,150.853025299918,Private room,30,0,,362,30
Sydney,-33.8731759041138,151.197558414888,Entire home/apt,2,33,3.07,74,102
North Sydney,-33.8370441292616,151.210374296596,Entire home/apt,7,0,,31,239
Pittwater,-33.6297356501644,151.331696420827,Entire home/apt,2,1,0.1,0,97
Burwood,-33.8780107143109,151.102000371688,Entire home/apt,2,23,2.31,46,118
Sydney,-33.8806323943839,151.202916923518,Entire home/apt,1,55,5.24,68,179
Sydney,-33.8875571049033,151.216510831126,Private room,4,1,0.1,0,50
Willoughby,-33.7878401401387,151.218740303025,Entire home/apt,2,27,2.76,127,80
Waverley,-33.8859807118043,151.276460447464,Entire home/apt,30,2,0.18,0,112
Randwick,-33.9079507504154,151.223512743392,Entire home/apt,6,1,0.09,0,98
North Sydney,-33.8368300946951,151.196612057033,Entire home/apt,1,0,,330,2801
Manly,-33.7965508262165,151.280739642517,Entire home/apt,2,4,0.38,2,375
Marrickville,-33.9031044336541,151.174710082537,Entire home/apt,2,4,0.4,31,150
Marrickville,-33.8902204674481,151.156731479012,Entire home/apt,152,0,,180,89
Waverley,-33.8845359829721,151.276339504479,Private room,1,3,0.28,0,60
Blacktown,-33.7595339199255,150.815629526078,Private room,1,7,0.66,201,46
Randwick,-33.9261697239238,151.243335001963,Entire home/apt,5,6,0.77,0,291
Auburn,-33.8489125369055,151.073713016665,Entire home/apt,1,72,7.01,74,158
Manly,-33.7959450450782,151.259830332958,Private room,1,1,0.09,0,39
Sydney,-33.8991808069005,151.214103523379,Private room,2,4,0.43,149,109
Randwick,-33.9153648124541,151.264922574317,Private room,2,2,0.18,1,80
Pittwater,-33.704386120938,151.29355013202,Entire home/apt,3,2,0.23,350,251
Sydney,-33.8739699801829,151.226873302455,Private room,3,32,3.08,6,109
Randwick,-33.916059871857,151.247159102342,Private room,2,1,1,362,100
Waverley,-33.8891010642921,151.26541800207,Entire home/apt,2,6,0.58,0,239
Leichhardt,-33.8778352199456,151.176276460674,Private room,2,11,1.14,237,109
The Hills Shire,-33.7518489729087,151.043571579149,Private room,2,0,,91,71
Randwick,-33.9265725831913,151.257370634267,Entire home/apt,2,25,2.66,132,251
Leichhardt,-33.886588533133,151.157136942904,Private room,2,0,,0,50
Sydney,-33.8995216547443,151.197000899502,Entire home/apt,2,0,,0,109
Parramatta,-33.838325236737,151.008239390058,Private room,2,2,0.21,72,35
Sydney,-33.8689607914145,151.205523139116,Entire home/apt,1,88,8.43,55,130
Randwick,-33.9378736594701,151.259080564722,Private room,1,0,,0,71
Sydney,-33.9022380921396,151.210342963048,Private room,3,5,0.55,36,69
Waverley,-33.8914430447306,151.274279597345,Private room,3,1,0.09,340,100
Sydney,-33.8744878993986,151.227132013478,Private room,3,23,2.19,9,84
Strathfield,-33.8688368384116,151.068822674951,Entire home/apt,1,0,,0,100
Woollahra,-33.8763986612527,151.234320865761,Entire home/apt,1,73,7.06,32,125
Canterbury,-33.911101821209,151.116825947498,Private room,1,2,0.19,0,30
Sydney,-33.897635126762,151.179192293089,Entire home/apt,1,0,,0,174
Randwick,-33.9220000308605,151.220502240695,Private room,2,2,0.19,0,46
Sydney,-33.8831691790891,151.19790203543,Shared room,5,3,1.36,0,36
Manly,-33.7883357544854,151.287404162854,Entire home/apt,3,9,0.88,318,400
Marrickville,-33.8881511319953,151.176984598034,Private room,3,22,2.01,50,65
Bankstown,-33.9174442194136,151.035297080824,Entire home/apt,5,2,0.19,0,80
Lane Cove,-33.8204678362601,151.150818585865,Entire home/apt,3,22,2.17,130,262
Sydney,-33.8727004509906,151.204874087967,Private room,1,3,0.27,0,60
Burwood,-33.8802359160933,151.105520661526,Private room,1,0,,0,50
Randwick,-33.9242322630651,151.25033750418,Entire home/apt,7,0,,0,84
Rockdale,-33.9606023104018,151.154069113745,Private room,1,12,1.14,0,75
Warringah,-33.7777920634851,151.285683414542,Entire home/apt,1,3,0.29,12,150
Sydney,-33.9014928617464,151.213256631094,Private room,14,0,,0,30
Waverley,-33.8947206289678,151.245855611015,Entire home/apt,5,0,,245,379
Manly,-33.798484216583,151.249981635953,Entire home/apt,14,0,,0,125
Parramatta,-33.8050738496188,151.004430834338,Private room,1,8,0.84,32,100
Sydney,-33.9038043514054,151.18223346806,Private room,21,0,,0,84
Parramatta,-33.8163517004776,150.998796195157,Entire home/apt,7,0,,0,350
Sydney,-33.9036750170105,151.182200092992,Entire home/apt,3,5,0.5,0,150
Burwood,-33.8782839595611,151.104208909882,Private room,1,0,,0,75
Rockdale,-33.9484371915663,151.146264623497,Private room,1,1,0.1,125,60
Ku-Ring-Gai,-33.7751692728886,151.163267372309,Entire home/apt,4,2,0.31,134,850
Sydney,-33.8838131064792,151.215485100033,Entire home/apt,2,46,4.33,308,345
Pittwater,-33.6963257542173,151.288946488494,Entire home/apt,1,2,0.19,0,140
Botany Bay,-33.9394339921986,151.207087114511,Private room,1,24,2.24,0,75
Sydney,-33.8853555913148,151.208506349195,Shared room,1,4,0.37,0,50
Woollahra,-33.8497571703331,151.287187994982,Entire home/apt,3,1,0.16,8,251
Rockdale,-33.9288445289336,151.149296990235,Private room,1,33,3.22,33,55
Sydney,-33.8844144220863,151.21567743615,Entire home/apt,3,37,3.5,296,595
Burwood,-33.8802544479782,151.101426050045,Private room,1,1,0.1,0,55
North Sydney,-33.8304911083878,151.203472311432,Entire home/apt,3,3,1.17,339,203
Sydney,-33.89760942428,151.198135994305,Private room,1,20,1.96,56,109
Sydney,-33.8742744852179,151.193870040115,Entire home/apt,2,50,4.67,30,230
North Sydney,-33.8395102257108,151.223152875344,Entire home/apt,3,7,0.73,65,500
Leichhardt,-33.8808938612105,151.170364773592,Entire home/apt,3,25,2.54,318,299
Sydney,-33.9030236392578,151.184292514808,Private room,8,0,,0,65
Waverley,-33.9041578148018,151.261484604093,Entire home/apt,3,0,,0,700
Hurstville,-33.9575789019029,151.067172741268,Entire home/apt,1,5,0.48,0,30
Pittwater,-33.6489793198083,151.285368382271,Entire home/apt,2,36,3.67,126,360
Marrickville,-33.9042553852076,151.1615026547,Private room,1,0,,0,60
Sydney,-33.8853408323695,151.219994591556,Private room,20,1,0.1,0,65
Ryde,-33.8347912493031,151.125936746612,Entire home/apt,14,7,0.73,163,109
Sydney,-33.8766294110495,151.217843761366,Private room,2,1,0.1,0,75
Sydney,-33.8742711889294,151.217882092124,Entire home/apt,2,14,1.43,8,115
Randwick,-33.919441944721,151.247500025834,Private room,2,4,0.42,57,75
Woollahra,-33.8777056569182,151.232701018011,Private room,2,1,0.1,0,129
Sydney,-33.891838779029,151.19920031764,Entire home/apt,2,3,0.28,0,120
Randwick,-33.9168681766303,151.242107900014,Private room,1,5,0.47,250,71
Canterbury,-33.9153346765761,151.115921908769,Private room,1,8,0.74,0,65
Botany Bay,-33.9286104876561,151.185637465305,Shared room,1,0,,0,109
Botany Bay,-33.9311455123028,151.188569734075,Shared room,1,0,,0,125
Sydney,-33.87638129179,151.222579414845,Private room,7,1,0.1,0,50
Sydney,-33.8815809393656,151.209610768403,Entire home/apt,2,33,3.16,108,127
Ryde,-33.7855477063828,151.105626623553,Private room,1,7,0.66,66,50
Parramatta,-33.8178990394686,151.002157242369,Private room,1,8,1.25,103,53
Blacktown,-33.7092363571918,150.902438079294,Entire home/apt,7,2,0.23,43,130
Hornsby,-33.6663560813079,151.030329946663,Entire home/apt,2,70,6.54,310,71
Sydney,-33.8828870955654,151.177313198823,Entire home/apt,5,0,,10,413
Warringah,-33.7178571234289,151.296724418505,Entire home/apt,5,5,0.52,80,100
North Sydney,-33.8488302440553,151.215986957347,Entire home/apt,1,26,2.65,191,199
Sydney,-33.8833586802889,151.194580495189,Private room,1,28,2.56,56,120
Randwick,-33.9106439322165,151.223048587526,Shared room,3,0,,0,17
Willoughby,-33.7974035363734,151.168937390996,Private room,3,3,0.32,51,50
Botany Bay,-33.9233375904505,151.18462711362,Private room,1,5,0.49,100,100
Pittwater,-33.6540561995528,151.310092488649,Entire home/apt,1,53,5.05,54,180
